"pr_id","pr_model_code","pr_model_name","pr_star","pr_market","pr_write_id","pr_upload_date","pr_title","pt_text","pr_url","pr_valid"
"80","A2221","iphone11","5","11번가","ssi*****","2020-09-18",\n,"업체에서는 신속하게 발송을 하신거 같으나 택배사에서 4일정도 소요되었어요. 오늘 잘 받았구요, 새제품을 보내신거같아요.외관은 완벽해요. 내부적으로는 더 사용해 봐야 알겠지만,전혀 문제 없을듯 해요. 아주 만족합니다. (사은품에 카메라렌즈 보호케이스가 있었음 좋겠어요^^)","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19845697&trTypeCd=PW08&trCtgrNo=585021","Y"
"81","A2221","iphone11","5","하이마트쇼핑몰","m*n*****","2020-07-23","아이폰7플러스40개월사용했어요 ","아이폰7플러스40개월사용했어요 배터리도 느리고 어플실행도 느려서 고민끝에 변경했어요 퍼플은 재고가없어서 옐로우로 했구요 256하고싶었는데 할인율도 그렇고 재고도 없고 해서 64기가제품으로 했습니다 많이 모자라긴하지만 덕분에 사진정리했네요 배송은 다음날10시쯤 왔어요 빨랐습니다","https://search.shopping.naver.com/catalog/20858274131?NaPm=ct%3Dkmobnp5k%7Cci%3D92831164a2714a472de6eb095bb5480564d536aa%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df0ad128ca5f8d88208e576199f26667bb72c6c55","Y"
"82","A2221","iphone11","4","하이마트쇼핑몰","d*d*****","2020-08-19","물건 잘받았구요 배송도 빠르요.

","물건 잘받았구요 배송도 빠르요.새제품인거같긴한데 제조년월이 19년 12월인건 좀 의문스러워요.그리구 배송조회를 해도 배송중이라고만 뜨길래 혹시나 해서 문앞에 가보니까 이미 두고 가셨더라고요.. 몇푼하는 물건도 아니고 분실위험도 있고 벨이라도 눌러주시지  이런 부분은 아쉽네요","https://search.shopping.naver.com/catalog/20858385976?NaPm=ct%3Dkmobnkiw%7Cci%3D87bcdbbd94eb27a3dc52aebf592c80839d71a2de%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Db2894d5b4f843b2b287356ff24b7aedb5ee0577e","N"
"83","A2221","iphone11","5","하이마트쇼핑몰","w*5*****","2019-12-01","아이폰11 프로 미드나잇그린 색깔","아이폰11 프로 미드나잇그린 색깔로 구매했습니다.생폰으로는 실버가 최고인데 옆면 스뎅이 엄청 기스가 많이 난디고 하네여.폰은 당연히 감성과 성능에서는 최고의 폰입니다.카메라는 갤럭시텐 급과 큰 차이는 없습니다. 잘찍혀여~사진은 dbrand에서 스킨으로 마무리해보았습니다.","https://search.shopping.naver.com/catalog/20858385976?NaPm=ct%3Dkmobnkiw%7Cci%3D87bcdbbd94eb27a3dc52aebf592c80839d71a2de%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Db2894d5b4f843b2b287356ff24b7aedb5ee0577e","Y"
"84","A2221","iphone11","4","스마트베이비","ciao****","2021-01-10","실버없어서 골드로 주문했는데, 기존 가지고있는거랑 비슷하지만 맘에 들어요~ 통신사 대리점에서는 64기가만 있어서 온라인 구매한거라 만족합니다. 다만 택배배송과정에서 물량이 많아서인","실버없어서 골드로 주문했는데, 기존 가지고있는거랑 비슷하지만 맘에 들어요~ 통신사 대리점에서는 64기가만 있어서 온라인 구매한거라 만족합니다. 다만 택배배송과정에서 물량이 많아서인지 생각보다 늦게와서 기다리느라 힘들었음요. 기사님들 추운데 고생하셨구, 잘 쓸게요^^","https://search.shopping.naver.com/catalog/20858389068?NaPm=ct%3Dkmobnizc%7Cci%3D171bbf9c36ef6f6c4f4d3d354fdd57c3cda0e611%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df4168f8d78fa4ac1df375ea39a25b7444ac6b0d0","Y"
"85","A2221","iphone11","5","SSG닷컴","ys******","2020-02-22","주문하고 다음날 배송되었어요!!","주문하고 다음날 배송되었어요!!포장도 꼼꼼히 해주셔서 잘 받았습니다아이폰 사용은 이번이 처음인데 기대되네요.배송박스에 1년 무상보증 안내 종이랑 같이 동봉 되어 있었구요. 너무 만족해요^^쿠폰이나 카드사 청구 할인 혜택받으명 확실히 싸게 살 수 있는 것 같아요 ㅎ","https://search.shopping.naver.com/catalog/20858274131?NaPm=ct%3Dkmobnp5k%7Cci%3D92831164a2714a472de6eb095bb5480564d536aa%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df0ad128ca5f8d88208e576199f26667bb72c6c55","N"
"86","A2221","iphone11","5","SSG닷컴","lj******","2019-12-27","카드 할인으로 15만원 할인 받고","카드 할인으로 15만원 할인 받고 제가 원하는 색상과 용량을 구매해서 너무 만족합니다!!!!! 빨간날이 겹쳐서 많이 기다려야 할줄 알았는데 4일만에 와서 만족합니다. 폰을 알아보는 중에 하우디몰을 알게되서 너무 득템했습니다!!!!! 이쁜 폰 이쁘게 잘쓸게용^^","https://search.shopping.naver.com/catalog/20858389068?NaPm=ct%3Dkmobnizc%7Cci%3D171bbf9c36ef6f6c4f4d3d354fdd57c3cda0e611%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df4168f8d78fa4ac1df375ea39a25b7444ac6b0d0","Y"
"87","A2221","iphone11","5","하이마트쇼핑몰","c*d*****","2020-05-08","금요일에 주문해서 토요일에 집하","금요일에 주문해서 토요일에 집하는 됐는데 월요일 오전에 받았어요. 카드 행사로 정말 저렴하게 구매했네요. 자급제폰이라 픽업이 안 되고 택배로 받았지만 배송 속도는 만족합니다. 안 받느니만 못한 싸구려 사은품 주는 곳 많은데 차리리 깔끔하게 안 주는 게 낫네요ㅋ","https://search.shopping.naver.com/catalog/20858274131?NaPm=ct%3Dkmobnp5k%7Cci%3D92831164a2714a472de6eb095bb5480564d536aa%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df0ad128ca5f8d88208e576199f26667bb72c6c55","Y"
"88","A2221","iphone11","5","프렌드가젯","flow****","2020-11-29","여러군데 알아보고 어렵게 샀는데요 궁금한 점도 빠른 답변으로 응대해주시고 상품도 정말 꼼꼼하게 잘 보내주셨고 빠른 배송으로 정말 다 좋았습니다~리뷰 한번도 쓴적 없는데 여기는 너무","여러군데 알아보고 어렵게 샀는데요 궁금한 점도 빠른 답변으로 응대해주시고 상품도 정말 꼼꼼하게 잘 보내주셨고 빠른 배송으로 정말 다 좋았습니다~리뷰 한번도 쓴적 없는데 여기는 너무너무 좋아서 도움이 되길 바라며 한번 써봅니다..다음에도 또 구매하겠습니다^^","https://search.shopping.naver.com/catalog/20858389068?NaPm=ct%3Dkmobnizc%7Cci%3D171bbf9c36ef6f6c4f4d3d354fdd57c3cda0e611%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df4168f8d78fa4ac1df375ea39a25b7444ac6b0d0","N"
"89","A2221","iphone11",\n,"11번가","kuz*****","2021-03-05",\n,"전체적으로 양호하나 액정 센서 밑부분에 미세한 찍힘이 어두운데서는 잘안보이나 밝은데서는 너무 잘보입니다. 처음 결제시 66만원이였는데 결제수단변경으로 취소하고 재결제하려고했더니 수량복구가 안되서 문의남겼더니 67만원으로 올리신건 조금 그렇네요.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","N"
"90","A2221","iphone11","5","11번가","bla*******","2021-03-24",\n,"딸아이가 아이폰11로 변경하고싶다고해서 고민하다가 
 샀는데 생각보다 괜찮아요 
솔직히 주문하면서 걱정했는데 거의새제품이네요 사은품도 많이주시고 친절하게 해주셨어요 
배송 짱 빠르네요!! 
다음에도 또 이용할께요 
많이 파세요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","N"
"91","A2221","iphone11","5","애플 공식 브랜드스토어","1004****","2020-10-04","구매 후 2틀만에 도착했습니다. 출고가와 많이 차이나진 않지만, 일반 휴대폰 매장에서 사고 싶지 않아 인터넷으로 구매했습니다. 실버와 고민했지만, 골드도 예쁘네요. 배송도 빠르고 ","구매 후 2틀만에 도착했습니다. 출고가와 많이 차이나진 않지만, 일반 휴대폰 매장에서 사고 싶지 않아 인터넷으로 구매했습니다. 실버와 고민했지만, 골드도 예쁘네요. 배송도 빠르고 만족합니다. 같이 보내주신 보호필름과 케이스도 잘 쓰겠습니다.","https://search.shopping.naver.com/catalog/20858389068?NaPm=ct%3Dkmobnizc%7Cci%3D171bbf9c36ef6f6c4f4d3d354fdd57c3cda0e611%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df4168f8d78fa4ac1df375ea39a25b7444ac6b0d0","N"
"92","A2221","iphone11","5","SSG닷컴","bo******","2019-11-02","빠른 배송에 안전하게 포장되어 ","빠른 배송에 안전하게 포장되어 왔어요!! 뽁뽁이로 잘 포장되어 왔고 제품 하자가 있을 때 해야 하는 방법에 대해서도 안내문이 함께와서 너무 맘에 들었어요. 택배도 빠르게 배송되서 좋았는데 물건이 더 많으면 좋았을텐데 하는 아쉬움이 드네요!","https://search.shopping.naver.com/catalog/20858274131?NaPm=ct%3Dkmobnp5k%7Cci%3D92831164a2714a472de6eb095bb5480564d536aa%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df0ad128ca5f8d88208e576199f26667bb72c6c55","N"
"93","A2221","iphone11","4","애플 공식 브랜드스토어","gkh0****","2020-08-28","너무 예뻐요!! 근데 배송이 좀 아쉬워요 24일 저녁에 결제하고 25일에 바로 보내주셨는데 버뮤다 지대에서 이틀 머물고 28일 오후에 받았어요ㅠㅠ이건 배송업체 문제라 어쩔 수 없죠","너무 예뻐요!! 근데 배송이 좀 아쉬워요 24일 저녁에 결제하고 25일에 바로 보내주셨는데 버뮤다 지대에서 이틀 머물고 28일 오후에 받았어요ㅠㅠ이건 배송업체 문제라 어쩔 수 없죠 뭐,,제품은 아주 만족합니다!포장도 안전하게 돼있었어요:)","https://search.shopping.naver.com/catalog/20858385976?NaPm=ct%3Dkmobnkiw%7Cci%3D87bcdbbd94eb27a3dc52aebf592c80839d71a2de%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Db2894d5b4f843b2b287356ff24b7aedb5ee0577e","N"
"94","A2221","iphone11","5","11번가","qwe*****","2021-01-12",\n,"아직 백업은 못했고요, 외관 상태는 완전 새폰과 구분 안될 정도로 깨끗한 상태예요, 충전기와 같이 연결핀이 깜박하신건지 없네요(분명히 사은품으로(케이스,필름은 왔어요) 보내준다고 했는데, 기존 사용하던 연결핀으론 충전이 안되어요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","N"
"95","A2221","iphone11","3","11번가","lsm****","2018-01-09",\n,"진짜 다 좋은데 내껀 동영상볼때 무한버퍼랑 영상다운속도가 엄청 심각함ㅋㅋ 수리센터 함 가봐야할거같음 바쁘다바뿌다 계속 미루다 리퍼기간 끝날까봐 이제는 가야지, 이것빼곤 충전단자에 기스하나 달고왔는데 팔것도 아니니 그냥 내둠.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19845697&trTypeCd=PW08&trCtgrNo=585021","Y"
"96","A2221","iphone11","4","11번가","eas****","2020-06-14",\n,"배터리 성능도 100%이고 흠집도 없는 건 좋은데 유심 끼웠는데도 서비스 없음이라고 떠서 껐다 켜보고 비행기 모드 해보고 네이버에 나오는 방법 다 해봤는데 안되네요 하드웨어 문제일 가능성이 크다는데 그 점이 너무 아쉬워요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","Y"
"97","A2221","iphone11","5","하이마트쇼핑몰","z*o*****","2021-02-13","토요일 배송 될거라 생각했는데 ","토요일 배송 될거라 생각했는데 월요일 배송되었네요.아이 졸업 선물로 카메라 좋은 거 해줄려고 아이폰으로 선택했습니다. 가격은 학생한테 비싸지만 4년 쓰면 된다는마음으로 구매했어요. 역시 아이폰이라 사진 찍을 때가 제일 좋네요.","https://search.shopping.naver.com/catalog/20858389068?NaPm=ct%3Dkmobnizc%7Cci%3D171bbf9c36ef6f6c4f4d3d354fdd57c3cda0e611%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df4168f8d78fa4ac1df375ea39a25b7444ac6b0d0","Y"
"98","A2221","iphone11","5","애플 공식 브랜드스토어","cool****","2020-09-03","쓰던 아이폰이 오래되서 처음으로 자급제 폰을 사봤는데 너무 빠른 배송 감사드리고 사실 골드 별로라고 생각했는데 실물 깡패네요. ㅋ 잘 쓸게요. 그리고 서비스인거 같은데 케이스와 강","쓰던 아이폰이 오래되서 처음으로 자급제 폰을 사봤는데 너무 빠른 배송 감사드리고 사실 골드 별로라고 생각했는데 실물 깡패네요. ㅋ 잘 쓸게요. 그리고 서비스인거 같은데 케이스와 강화유리 감사히 잘 사용할게요. ^^","https://search.shopping.naver.com/catalog/20858389068?NaPm=ct%3Dkmobnizc%7Cci%3D171bbf9c36ef6f6c4f4d3d354fdd57c3cda0e611%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df4168f8d78fa4ac1df375ea39a25b7444ac6b0d0","N"
"99","A2221","iphone11",\n,"11번가","jon******","2020-01-19",\n,"기변 신청했는데 기계만 딸랑 보내고 가지고 있는 유심 끼우면 자동으로 개통된다고 써놔? 아무리 끼우고 재부팅하고 만 하루를 고생하다 전화해보니 그제서야 전산개통해주네. 일처리 개판이네요. 실망이 큽니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761090&trTypeCd=PW08&trCtgrNo=585021","N"
"100","A2221","iphone11","5","11번가","wso*****","2020-01-01",\n,"3년정도 안드로이드 폰을 쓰다 다시 아이폰으로 컴백했네요. 크기가 꽤 크고 무겁네요. 생각보다 좀 많이..ㅋ;; 전체적으로 빠르게 돌아가고 특별히 나쁜 부분은 안보여요. 페이스 아이디는 상당히 편해요.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761090&trTypeCd=PW08&trCtgrNo=585021","N"
"101","A2221","iphone11","5","11번가","son******","2019-12-31",\n,"리퍼폰 엄청 찾아보다가 여기서 구매했습니다 혹시나 비정품짜집기 해서 새상품으로 파는 거 상당히 걱정했는데 설명서에 애플공식센터에서도 수리가능하다니 믿을수 있네요 외관상태 완벽합니다 와이프가 좋아하네요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19845697&trTypeCd=PW08&trCtgrNo=585021","N"
"102","A2221","iphone11","5","11번가","hai*****","2019-12-10",\n,"그날 진짜 바로 받을수 있네요 
유심칩만 끼면 바로 개통이고 
번거로운거 싫어하시면 
11번가 메뉴얼보고 할부랑 요금제 선택해서 
개통하시면 넘 간단한거 같아요 
잘샀어요 만족합니다 깔끔해요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761090&trTypeCd=PW08&trCtgrNo=585021","N"
"103","A2221","iphone11","5","인터파크","l*v*****","2020-05-22","저렴하게 구매한거 같습니다.","마침 퍼플이 품절되서, 배송기간은 살짝 오버 됐지만  판매자님이 빠르게 구해주셔서 5일만에 받아봤습니다. 개통은 밀려서 좀걸린다고 하셨는데, 아직 이틀째 기다리고 있네요. 빨리개통됐으면 좋겠습니다~^^","https://search.shopping.naver.com/catalog/20858274127?NaPm=ct%3Dkmobnm2g%7Cci%3Dd95db462016e1a2839b14aa9439c5d66d16b50f2%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D20128091b84a28484993edef1a69e5baa2c2868c","N"
"104","A2221","iphone11","5","11번가","war***","2019-04-10",\n,"블루 재고가 없어서 화이트로 받은것 말고는 
2일째 쓰고있는데 아직까진 하자없이 좋습니다 
알뜰폰 유심이라 유심이동이 자동으로 안되서 
통신사 도움받아 정상 개통했습니다 
많이파세요~","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","N"
"105","A2221","iphone11","4","11번가","vr4***","2020-02-26",\n,"음 완전 새것처럼 다 좋은데 / 터치가 잘 안먹음 가끔 리부팅해서 해결할 에러가 잇음 아이폰 메이커 문제일 가능성가 중고품 에러일 가능성 둘 중 어느쪽인지 몰라도 결론은 후회없이 쓸수잇음","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","N"
"106","A2221","iphone11","5","인터파크","r*a*****","2020-06-07","화이트128","기기문제 없고 화이트색상이라 좀늦게받았네요. 개통까지 1주일정도?? 다른곳은 약정2년해야하는데 여기는12개월만해도 돼서 메리트가있어요. 12개월쓰고 알뜰요금제로 넘어가면 더 이득입니다.","https://search.shopping.naver.com/catalog/20858274127?NaPm=ct%3Dkmobnm2g%7Cci%3Dd95db462016e1a2839b14aa9439c5d66d16b50f2%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D20128091b84a28484993edef1a69e5baa2c2868c","Y"
"107","A2221","iphone11","5","인터파크","k*j*****","2020-05-25","감사합니다","괜찮은조건에 번호이동 했네요. 개통은 개통신청 접수일 포함 8영업일만에 되긴 했는데 매번 전화 문의시 친절하게 응대해주셔서 기분이 좋았습니다. 기회가 된다면 또 개통하러 오겠습니다~^^","https://search.shopping.naver.com/catalog/20858274127?NaPm=ct%3Dkmobnm2g%7Cci%3Dd95db462016e1a2839b14aa9439c5d66d16b50f2%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D20128091b84a28484993edef1a69e5baa2c2868c","N"
"108","A2221","iphone11","5","스마트베이비","zazz****","2021-01-13","아이폰 11 64GB 새 제품이에요~!! 완전 마음에 들어요!! 구성도 알차게 다 있구요 안전하게 배송 받았어요!! 노랑색이 참 이뻐요 ? 다음에 자급제폰 살때 또 방문할게요 ?","아이폰 11 64GB 새 제품이에요~!! 완전 마음에 들어요!! 구성도 알차게 다 있구요 안전하게 배송 받았어요!! 노랑색이 참 이뻐요 ? 다음에 자급제폰 살때 또 방문할게요 ?","https://search.shopping.naver.com/catalog/20858274131?NaPm=ct%3Dkmobnp5k%7Cci%3D92831164a2714a472de6eb095bb5480564d536aa%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df0ad128ca5f8d88208e576199f26667bb72c6c55","Y"
